45,00,004c,c832,4000,40,11,7f81,82d0f6aa,82d0f6a1,ccc3007b0038f3362300062000000000000000000000000000000000000000000000000000000000000000000000000042e47477b88bc2b3, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,fde1,82d0f6aa,cf5af418,1f96715300000000c48f5f1350140000be550000, 7017
45,00,0028,0000,4000,40,06,be04,82d0f6aa,b99c49b4,1a6ca65100000000ce2a4f8150140000549b0000, 7017
45,00,0028,0000,4000,40,06,6cab,82d0f6aa,d1268383,23a266580000000046de89215014000087b10000, 7017
45,60,0028,0000,4000,40,06,e1c1,82d0f6aa,c6eb1848,0d3edae400000000bbb84e0950140000653d0000, 7017
45,00,0053,8ace,0000,40,11,6641,82d0f6aa,08080808,a2480035003f89db14c601000001000000000001023732023234033233350331393807696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0058,b12c,0000,40,01,c675,82d0f6aa,67922136,030dff64000000004500003c04784000210653016792213682d0f6aa88f200173bd407a000000000a002717002aa0000020405ac0402080a015703d80000000001030305, 7017
45,00,0053,ec79,0000,40,11,0496,82d0f6aa,08080808,ec7d0035003f89db9d8801000001000000000001023534023333033134360331303307696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,29ec,82d0f6aa,cc4ccb1c,16b4b67b000000005e413541501400003e3a0000, 7017
45,00,0028,0000,4000,40,06,e170,82d0f6aa,c6eb18f9,09ddcfe400000000923fde92501400000bdd0000, 7017
45,00,0054,2eb8,0000,40,11,c256,82d0f6aa,08080808,90620035004089dc6adb0100000100000000000103323439023234033233350331393807696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,fde1,82d0f6aa,cf5af418,27105b1800000000d7d26d9a50140000ab4c0000, 7017
45,00,0028,0000,4000,40,06,be02,82d0f6aa,b99c49b6,1b29a68800000000ff625600501400001bee0000, 7017
45,00,0028,0000,4000,40,06,be02,82d0f6aa,b99c49b6,1b2ca68800000000591faae0501400006d4e0000, 7017
45,00,0028,0000,4000,40,06,3547,82d0f6aa,4f7c3c92,16f2a06f00000000cdc1ac9750140000788c0000, 7017
45,00,004c,3247,4000,40,11,156d,82d0f6aa,82d0f6a1,d6db007b0038f336230006200000000000000000000000000000000000000000000000000000000000000000000000002abe92d20a500e8b, 7017
45,00,004a,5ed0,0000,40,11,9248,82d0f6aa,08080808,97540035003689d21362010000010000000000010d6665646f726170726f6a656374036f726700001c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,3c4d,82d0f6aa,93b6f151,1d3271530000000088d62e67501400006b8a0000, 7017
45,00,0028,0000,4000,40,06,29ec,82d0f6aa,cc4ccb1c,1e6c9da100000000e055624950140000a03f0000, 7017
45,00,0028,0000,4000,40,06,29ec,82d0f6aa,cc4ccb1c,26c2b23000000000da951e6550140000ccfe0000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,c0,0048,202b,0000,40,01,1cf1,82d0f6aa,cf5af403,030d39eb000000004500002c6c2500006906a8cdcf5af40382d0f6aa059a0369f07e3883000000006002cd445c030000020405b4, 7017
45,00,0028,0000,4000,40,06,57ce,82d0f6aa,33443643,0aef910f00000000530c19c950140000c3fa0000, 7017
45,00,0028,0000,4000,40,06,57a8,82d0f6aa,33443669,0a4b90e6000000008b16d05150140000d60e0000, 7017
45,60,0028,0000,4000,40,06,a8f3,82d0f6aa,93b98448,1fcbd5b700000000535bcc735014000009020000, 7017
45,00,0054,45cc,0000,40,11,ab42,82d0f6aa,08080808,d7e50035004089dc52fe0100000100000000000102373203313332033138350331343707696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,cb83,82d0f6aa,23cbd206,0836c8a3000000008161049a50140000e9ae0000, 7017
45,00,0052,bc1f,0000,40,11,34f1,82d0f6aa,08080808,bcbc0035003e89da3e7a010000010000000000010136033231300332303302333507696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,004c,b3ea,4000,40,11,93c9,82d0f6aa,82d0f6a1,95ff007b0038f336230006200000000000000000000000000000000000000000000000000000000000000000000000006fd79ac99eb52303, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,be02,82d0f6aa,b99c49b6,1b32a688000000004a8421a550140000051f0000, 7017
45,00,004c,4e80,4000,40,11,f9b3,82d0f6aa,82d0f621,ae40007b0038f2b623000820000000000000000000000000000000000000000000000000000000000000000000000000d52243b066a267a2, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,7cf1,82d0f6aa,b0419422,15b3a520000000008e975afa501400004d8c0000, 7017
45,00,0028,0000,4000,40,06,db12,82d0f6aa,8b3b5b07,1f41ee4f0000000050b3843c501400006d920000, 7017
45,00,0051,efea,0000,40,11,0127,82d0f6aa,08080808,e6800035003d89d93d440100000100000000000101370239310235390331333907696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,004a,8abc,0000,40,11,665c,82d0f6aa,08080808,ad880035003689d27e77010000010000000000010d6665646f726170726f6a656374036f7267000001000100002905c0000000000000, 7017
45,00,003c,e3c7,4000,40,06,2e0f,82d0f6aa,98021768,d1a60050423b224200000000a002faf029140000020405b40402080ab7cd33310000000001030307, 7017
45,00,0034,e3c8,4000,40,06,2e16,82d0f6aa,98021768,d1a60050423b224337d40e41801001f6290c00000101080ab7cd33b62924e58d, 7017
45,00,0091,e3c9,4000,40,06,2db8,82d0f6aa,98021768,d1a60050423b224337d40e41801801f6296900000101080ab7cd33b72924e58d474554202f7374617469632f686f7473706f742e74787420485454502f312e310d0a486f73743a206665646f726170726f6a6563742e6f72670d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a, 7017
45,00,0034,e3ca,4000,40,06,2e14,82d0f6aa,98021768,d1a60050423b22a037d40fdf801001f5290c00000101080ab7cd343e2924e614, 7017
45,00,0034,e3cb,4000,40,06,2e13,82d0f6aa,98021768,d1a60050423b22a037d40fe0801101f5290c00000101080ab7cd343e2924e614, 7017
45,c0,0058,e1b7,0000,40,01,104d,82d0f6aa,5999b4cc,030d8502000000004500003c899540002c063d465999b4cc82d0f6aac0640017ff854e0100000000a00216d0d3480000020405b40402080a0075c7940000000001030301, 7017
45,00,0054,5b25,0000,40,11,95e9,82d0f6aa,08080808,b95c0035004089dc9a720100000100000000000103323034033138300331353302383907696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,40,0028,0000,4000,40,06,cc87,82d0f6aa,c2b431d9,1e6fdf3800000000214f1f4f5014000003820000, 7017
45,00,0028,0000,4000,40,06,e47e,82d0f6aa,403e9c98,22a98854000000006335bb66501400008fe50000, 7017
45,00,0053,97c7,0000,40,11,5948,82d0f6aa,08080808,a3650035003f89dbfba601000001000000000001033135320331353602363202363407696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,004c,2b6d,4000,40,11,1c47,82d0f6aa,82d0f6a1,e106007b0038f3362300062000000000000000000000000000000000000000000000000000000000000000000000000073730f6cc7383372, 7017
45,60,0028,0000,4000,40,06,e1a7,82d0f6aa,c6eb1862,04e2d1f3000000000c6d4de35014000025e20000, 7017
45,00,0053,d923,0000,40,11,17ec,82d0f6aa,08080808,93d90035003f89db8d3901000001000000000001023938023234033233350331393807696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0058,d3c9,0000,40,01,b17f,82d0f6aa,8a61f0bf,030df1bd000000004500003cab6a40003106a9b58a61f0bf82d0f6aa8a300017d20ffbad00000000a0027170389800000204058c0402080a00b950c70000000001030305, 7017
45,00,0054,d27e,0000,40,11,1e90,82d0f6aa,08080808,e4980035004089dc5c290100000100000000000103313931033234300239370331333807696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,c0,0048,c4fd,0000,40,01,6455,82d0f6aa,05b6d171,030d4db4000000004500002c96250000f106e30305b6d17182d0f6aa01bb01bb927c613400000000600204014c5c0000020405b4, 7017
45,00,0028,0000,4000,40,06,2a39,82d0f6aa,89b80d64,24056658000000000b1c7a76501400008f490000, 7017
45,c0,0044,27b9,0000,40,01,7508,82d0f6aa,5040137d,030dda450000000045000028da1c0000f006137b5040137d82d0f6aabca7034bf1d92ffd0000000050020400ece00000, 7017
45,00,0028,0000,4000,40,06,a4aa,82d0f6aa,c4fb57af,0016813c00000000f9a6265650140000785b0000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,e495,82d0f6aa,403e9c81,1f46eafa00000000a80b66a95014000040a00000, 7017
45,00,0053,8add,0000,40,11,6632,82d0f6aa,08080808,c08c0035003f89db486801000001000000000001033132390331353602363202363407696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,fdf4,82d0f6aa,cf5af405,261e66580000000098587adf50140000d3460000, 7017
45,00,0028,0000,4000,40,06,c9fe,82d0f6aa,3626c130,15b2e01f000000009674c43250140000ee850000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,29ec,82d0f6aa,cc4ccb1c,0c39dab5000000004e26377e5014000032590000, 7017
45,00,0028,0000,4000,40,06,8241,82d0f6aa,1f0e2006,0fc4ad3100000000110d3b9a50140000eda40000, 7017
45,00,0028,0000,4000,40,06,88de,82d0f6aa,a75e9118,258125330000000072f5af875014000090ad0000, 7017
45,00,004c,6e2e,4000,40,11,d985,82d0f6aa,82d0f6a1,a504007b0038f336230006200000000000000000000000000000000000000000000000000000000000000000000000008c981fac0791b702, 7017
45,00,0053,b6ee,0000,40,11,3a21,82d0f6aa,08080808,800f0035003f89dbc25601000001000000000001023234033134350239340331363707696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,fdef,82d0f6aa,cf5af40a,1f81665800000000c4d95e3e50140000c9fe0000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,9f60,82d0f6aa,5c3fc5b5,19aea5a500000000f39610e950140000508d0000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,29ec,82d0f6aa,cc4ccb1c,1031abac00000000bdc7255950140000ffed0000, 7017
45,00,0028,0000,4000,40,06,42e4,82d0f6aa,8f6eef02,07d077f1000000000a1e640850140000c9fc0000, 7017
45,00,0028,0000,4000,40,06,00bb,82d0f6aa,4e80721a,1547ee4800000000dd5913c450140000810d0000, 7017
45,00,0028,0000,4000,40,06,f086,82d0f6aa,b9491785,1495d2c00000000053d9388d50140000f1ca0000, 7017
45,60,0028,0000,4000,40,06,d336,82d0f6aa,cdd21fec,2152d62b00000000deea2bdc5014000046520000, 7017
45,00,0054,8259,0000,40,11,6eb5,82d0f6aa,08080808,c8b40035004089dc6ba20100000100000000000103323336023331033231300332303507696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,004c,9f23,4000,40,11,a890,82d0f6aa,82d0f6a1,be28007b0038f3362300062000000000000000000000000000000000000000000000000000000000000000000000000023c676c736e4062a, 7017
45,00,0028,0000,4000,40,06,ab14,82d0f6aa,c4fb5145,26c2e4c9000000004dedd10e50140000f58c0000, 7017
45,c0,0044,f595,0000,40,01,b588,82d0f6aa,c18e93d1,030dcbe80000000045000028d4310000e70630c3c18e93d182d0f6aac186001764845656000000005002ffff648f0000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,c0,0044,580b,0000,40,01,b3e6,82d0f6aa,c2b431d8,030d6b1500000000454000287bc60000f106dfc1c2b431d882d0f6aadde600a4889d8dc8000000005002040048ea0000, 7017
45,c0,0050,db36,0000,40,01,a3cd,82d0f6aa,27ac59c2,030df8020000000045000034593240006906bda827ac59c282d0f6aac06001bd20a15d9c000000008002200013d20000020405b40103030201010402, 7017
45,00,0053,bd7e,0000,40,11,3391,82d0f6aa,08080808,ce4c0035003f89db554001000001000000000001033139340238390331373202333907696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,ba8a,82d0f6aa,87ed7edd,1a0bcdd70000000065f468fe5014000078b50000, 7017
45,00,0055,64ec,0000,40,11,8c21,82d0f6aa,08080808,af440035004189ddbb65010000010000000000010332323103313236033233370331333507696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,4fc9,82d0f6aa,8fc6e1c5,22d36658000000003e9056d550140000a6380000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,004a,c895,0000,40,11,2883,82d0f6aa,08080808,9ff30035003689d25adb010000010000000000010d6665646f726170726f6a656374036f726700001c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,29ec,82d0f6aa,cc4ccb1c,1a20cfe200000000220b8a7b5014000008630000, 7017
45,60,0028,0000,4000,40,06,d35f,82d0f6aa,cdd21fc3,257bcc6d00000000ff9468d350140000ee6e0000, 7017
45,00,0054,0f64,0000,40,11,e1aa,82d0f6aa,08080808,a4940035004089dc40fe0100000100000000000103313935023331033231300332303507696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,004c,9a22,4000,40,11,ad91,82d0f6aa,82d0f6a1,e465007b0038f336230006200000000000000000000000000000000000000000000000000000000000000000000000004d3c3fee6bc2a10e, 7017
45,00,0028,0000,4000,40,06,14a4,82d0f6aa,505e5c53,08b4c47b000000003e5884a350140000f9780000, 7017
45,00,0051,aeb3,0000,40,11,425e,82d0f6aa,08080808,8cdb0035003d89d997370100000100000000000102383302393202393402383007696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,4337,82d0f6aa,8fc6ee57,1b5d6658000000007ea092375014000025aa0000, 7017
45,00,0028,0000,4000,40,06,1263,82d0f6aa,d9b6d53b,1ffd87bb00000000d73af2595014000016160000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,29ec,82d0f6aa,cc4ccb1c,162e845c00000000e6c437df50140000e5bd0000, 7017
45,00,004c,6dbe,4000,40,11,da75,82d0f6aa,82d0f621,905f007b0038f2b62300082000000000000000000000000000000000000000000000000000000000000000000000000021242ee1a02ef056, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,b273,82d0f6aa,c4fb49e6,1f5682740000000080559c505014000069030000, 7017
45,00,0028,0000,4000,40,06,0b03,82d0f6aa,12bea394,081ec2af000000009c317d54501400009baf0000, 7017
45,40,0028,0000,4000,40,06,cc87,82d0f6aa,c2b431d9,2128df38000000004d19e00150140000144c0000, 7017
45,00,0028,0000,4000,40,06,35c2,82d0f6aa,40e14ab2,0a0866580000000029b551bc50140000bef00000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,004c,ae7b,4000,40,11,9938,82d0f6aa,82d0f6a1,ae34007b0038f33623000620000000000000000000000000000000000000000000000000000000000000000000000000816fede764f194ad, 7017
45,00,0028,0000,4000,40,06,2550,82d0f6aa,b9f2e212,0bb8a3cf00000000e78a6ec050140000947d0000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0054,7814,0000,40,11,78fa,82d0f6aa,08080808,a0590035004089dcff2d0100000100000000000102313803323236033234320331383507696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,004a,f2f0,0000,40,11,fe27,82d0f6aa,08080808,cf010035003689d211ca010000010000000000010d6665646f726170726f6a656374036f7267000001000100002905c0000000000000, 7017
45,00,003c,bb9c,4000,40,06,b603,82d0f6aa,22d32cce,83e00050ff197e0000000000a002faf0c94a0000020405b40402080a2c78e1170000000001030307, 7017
45,00,0034,bb9d,4000,40,06,b60a,82d0f6aa,22d32cce,83e00050ff197e0124600e3a801001f6c94200000101080a2c78e1e12bfdd2ec, 7017
45,00,0091,bb9e,4000,40,06,b5ac,82d0f6aa,22d32cce,83e00050ff197e0124600e3a801801f6c99f00000101080a2c78e1e12bfdd2ec474554202f7374617469632f686f7473706f742e74787420485454502f312e310d0a486f73743a206665646f726170726f6a6563742e6f72670d0a4163636570743a202a2f2a0d0a436f6e6e656374696f6e3a20636c6f73650d0a0d0a, 7017
45,10,0028,0000,4000,40,06,042d,82d0f6aa,5dae5f6a,208e7153000000004a72e70750140000b5e10000, 7017
45,00,0034,bb9f,4000,40,06,b608,82d0f6aa,22d32cce,83e00050ff197e5e24600fd7801001f5c94200000101080a2c78e2ac2bfdd3b7, 7017
45,00,0034,bba0,4000,40,06,b607,82d0f6aa,22d32cce,83e00050ff197e5e24600fd8801101f5c94200000101080a2c78e2ac2bfdd3b7, 7017
45,00,0053,66ef,0000,40,11,8a20,82d0f6aa,08080808,e9870035003f89db7bd301000001000000000001033130360239350331373402393307696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0050,79de,0000,40,01,8f3d,82d0f6aa,3626c130,030d6deb00000000450000343c7500002d06e07d3626c13082d0f6aaac2204006d89f1fc000000008002ffffee950000020405b40103030801010402, 7017
45,c0,0044,0142,0000,40,01,adeb,82d0f6aa,2be4256d,030dc7d9000000004500002890da00002806372a2be4256d82d0f6aa3850001782d0f6aa0000000050025be8d74b0000, 7017
45,00,0053,d1b5,0000,40,11,1f5a,82d0f6aa,08080808,db5f0035003f89db808201000001000000000001033130390233370332323802343307696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,60,0028,0000,4000,40,06,8756,82d0f6aa,a2d896c6,2668c9da0000000066f6518b5014000053f20000, 7017
45,00,0055,12c3,0000,40,11,de4a,82d0f6aa,08080808,b22e0035004189ddbc96010000010000000000010331393803313530033231360331363207696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,87e8,82d0f6aa,c4fb7471,26c2d4a7000000001ca2f43050140000f0ab0000, 7017
45,00,0028,0000,4000,40,06,a58b,82d0f6aa,9f597c70,17326d3a000000005cf46a3550140000cef50000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,c0,0044,f825,0000,40,01,6f6a,82d0f6aa,b971df7c,030d0f7700000000452000288e9a0000ea062facb971df7c82d0f6aac25a024b5b0f7a7b0000000050020400ff480000, 7017
45,00,0028,0000,4000,40,06,73ea,82d0f6aa,6766e604,2218c0d00000000059963fc9501400006ca20000, 7017
45,00,004c,fba4,4000,40,11,4c0f,82d0f6aa,82d0f6a1,bc0e007b0038f336230006200000000000000000000000000000000000000000000000000000000000000000000000001e31d5e3cfde4e9a, 7017
45,00,0028,0000,4000,40,06,45a0,82d0f6aa,86d1f4e3,1f98ee4f00000000a8a2a4ac501400005f690000, 7017
45,00,0055,faa1,0000,40,11,f66b,82d0f6aa,08080808,a7370035004189dd201d010000010000000000010332323703323434033230390331333407696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0050,4f3d,0000,40,01,47ae,82d0f6aa,33443643,030de01b0000000045000034136400002f06955e3344364382d0f6aada8e0274217a80a7000000008002ffff0cea0000020405b40103030801010402, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,004c,a8b3,4000,40,11,9f80,82d0f6aa,82d0f621,ca04007b0038f2b6230007200000000000000000000000000000000000000000000000000000000000000000000000000328340260dcac12, 7017
45,00,0028,0000,4000,40,06,cab8,82d0f6aa,23cbd2d1,2486d3d900000000f26452cd5014000002270000, 7017
45,00,0054,4fb5,0000,40,11,a159,82d0f6aa,08080808,83b70035004089dc126b0100000100000000000103323039033231300332303302333507696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,c0,0050,39a9,0000,40,01,2ea8,82d0f6aa,cc4ccbd4,030d0eb600000000450000340f430000300669e5cc4ccbd482d0f6aab8a300536b0897db000000008002ffffa1990000020405b40103030801010402, 7017
45,20,0028,0000,4000,40,06,9f24,82d0f6aa,4ebbd355,0599c6d30000000021a02a1350140000fc240000, 7017
45,00,0053,67b0,0000,40,11,895f,82d0f6aa,08080808,98e00035003f89dbcd7101000001000000000001023835033231310331383702373807696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0058,ab5f,0000,40,01,4686,82d0f6aa,d3e23aa2,030d8521000000004500003c93c840002e0630f4d3e23aa282d0f6aa8db20017f043e15e00000000a002faf09ef00000020405b40402080a36d98fd90000000001030307, 7017
45,00,0054,c8f0,0000,40,11,281e,82d0f6aa,08080808,d4c30035004089dc4dbc0100000100000000000103313632023538033232360332313107696e2d61646472046172706100000c000100002905c0000000000000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,c0,0048,bb61,0000,40,01,bc7c,82d0f6aa,a5e3e2b8,030dff28000000004500002c7fe90000f10647cba5e3e2b882d0f6aaee4b01bbb32788f8000000006002040165e70000020405b4, 7017
45,00,0055,526b,0000,40,11,9ea2,82d0f6aa,08080808,90370035004189ddf369010000010000000000010331383403323236033232370331363507696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,f702,82d0f6aa,b216183c,1bf5a8b5000000004fc13de25014000019b50000, 7017
45,00,004c,ad62,4000,40,11,9a51,82d0f6aa,82d0f6a1,af77007b0038f336230006200000000000000000000000000000000000000000000000000000000000000000000000001c6a97da5b5237ec, 7017
45,00,0028,0000,4000,40,06,a4aa,82d0f6aa,c4fb57af,0016bbf00000000069c04ef950140000a4ea0000, 7017
45,00,0028,0000,4000,40,06,ff63,82d0f6aa,73e74e0a,269415d2000000007941aa5150140000146b0000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,e538,82d0f6aa,42849998,0830f9b6000000004c44e31e5014000028ef0000, 7017
45,00,0028,0000,4000,40,06,9578,82d0f6aa,92be991e,0a0766580000000027b5ca8150140000a7e20000, 7017
45,00,0054,6a51,0000,40,11,86bd,82d0f6aa,08080808,8fd10035004089dc05040100000100000000000103313532033135330331333202363607696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,60,0028,0000,4000,40,06,8851,82d0f6aa,a2d895cb,219ddf0d00000000431b6ffe5014000049ed0000, 7017
45,00,0055,f6c8,0000,40,11,fa44,82d0f6aa,08080808,cdf20035004189dd64c6010000010000000000010332303303313439033231360331363207696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,db7f,82d0f6aa,1428d1ad,1f56c48d00000000f257ced650140000ab6d0000, 7017
45,00,0053,449e,0000,40,11,ac71,82d0f6aa,08080808,baaa0035003f89dbb67801000001000000000001033137330332303902343002323007696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,9f5f,82d0f6aa,5c3fc5b6,19ffa61a00000000488d02115014000009a80000, 7017
45,00,0028,0000,4000,40,06,abca,82d0f6aa,c4fb508f,1fa493240000000012484f70501400000c4a0000, 7017
45,00,0028,0000,4000,40,06,33c6,82d0f6aa,adffdf8f,1e5bd22d00000000501f0892501400005f8c0000, 7017
45,00,0055,b1a7,0000,40,11,3f66,82d0f6aa,08080808,91d20035004189ddc186010000010000000000010331343303323233033235350331373307696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,c0,0058,5039,0000,40,01,4e4e,82d0f6aa,c72d9ab5,030dd87f000000004500003c0b8500003306a0d9c72d9ab582d0f6aab27200b38745693600000000a002a564319b0000020405b40402080a68f68907000000000103030a, 7017
45,00,0054,86ae,0000,40,11,6a60,82d0f6aa,08080808,e4b70035004089dcf7970100000100000000000103313831033135340234350331393907696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,004c,3a56,4000,40,11,0d5e,82d0f6aa,82d0f6a1,954d007b0038f336230006200000000000000000000000000000000000000000000000000000000000000000000000005b7b55a7190387fb, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
45,00,0028,0000,4000,40,06,60ee,82d0f6aa,5fd70090,1b9eea7600000000dd4ca8905014000049fc0000, 7017
45,c0,0050,fa44,0000,40,01,6ec4,82d0f6aa,cc4ccb1c,030d0dfe000000004500003484f500003006f4eacc4ccb1c82d0f6aaa8670001d31fb15a000000008002ffff31490000020405b40103030801010402, 7017
45,00,004c,5b96,4000,40,11,ec9d,82d0f6aa,82d0f621,b28b007b0038f2b6230007200000000000000000000000000000000000000000000000000000000000000000000000003aceac4eb00efddd, 7017
45,00,0028,0000,4000,40,06,1cb5,82d0f6aa,5055544b,1f90cffb000000008ecc5be750140000b7750000, 7017
45,00,0051,be76,0000,40,11,329b,82d0f6aa,08080808,ea1f0035003d89d9cc400100000100000000000102373502383402383502383007696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,cac6,82d0f6aa,23cbd2c3,260cd4680000000010ff6e5a50140000c5f80000, 7017
45,00,0054,820c,0000,40,11,6f02,82d0f6aa,08080808,d0480035004089dc1d330100000100000000000103313935033231300332303302333507696e2d61646472046172706100000c000100002905c0000000000000, 7017
45,00,004a,a197,0000,40,11,4f81,82d0f6aa,08080808,af5f0035003689d26509010000010000000000010d6665646f726170726f6a656374036f726700001c000100002905c0000000000000, 7017
45,00,0028,0000,4000,40,06,a58b,82d0f6aa,9f597c70,20fa6658000000000f6777ff501400000bd30000, 7017
45,00,0028,0000,4000,40,06,29ec,82d0f6aa,cc4ccb1c,231ddd55000000007797af785014000077690000, 7017
45,00,0028,0000,4000,40,06,b273,82d0f6aa,c4fb49e6,04389975000000004246b65050140000912f0000, 7017
45,00,0028,0000,4000,40,06,8240,82d0f6aa,1f0e2007,04e8a99c00000000b469c59b50140000ceb60000, 7017
00,01,0800,0604,0002,bc,24,1104,584582d0,f6aad401,c34c17fc82d0f6a1, 7017
00,01,0800,0604,0001,bc,24,1104,584582d0,f6aa0000,0000000082d0f6a1, 7017
45,00,0028,0000,4000,40,06,24cf,82d0f6aa,038f98f7,1f859db000000000c5c23ba650140000db300000, 7017
45,40,0028,0000,4000,40,06,cc87,82d0f6aa,c2b431d9,1f72df38000000008fe2bc6d50140000f6cc0000, 7017
45,00,0028,0000,4000,40,06,7edf,82d0f6aa,41310145,24e3ddce00000000ceccd722501400004b3e0000, 7017
